Date,Open,High,Low,Close,Adj Close,Volume
1998-09-01,0.938201,0.951354,0.721188,0.790237,0.774925,813087800
1998-10-01,0.747492,1.592531,0.442796,1.457720,1.429473,2173599800
1998-11-01,1.523481,4.105727,1.380997,3.465646,3.398491,3246951400
1998-12-01,3.280417,5.458228,2.810220,4.230675,4.148695,1903670900
1999-01-01,4.145185,5.629209,2.911055,4.868564,4.774224,1645403800
1999-02-01,4.892677,5.894448,3.367003,5.857183,5.743686,1600611600
1999-03-01,5.730043,9.331597,5.370546,7.223932,7.083951,1906592500
1999-04-01,7.575758,12.310606,7.003630,10.949337,10.737167,1803861900
1999-05-01,10.525173,10.857270,7.967040,9.321733,9.141101,1011483400
1999-06-01,9.154040,9.831387,6.664957,7.963752,7.809435,1874109800
1999-07-01,8.059107,8.256392,5.129419,5.139284,5.039697,1572403400
1999-08-01,5.096538,7.023359,3.697456,6.605771,6.477768,3640342500
1999-09-01,6.605771,8.470118,6.168456,7.421217,7.277413,2442182900
1999-10-01,7.457386,8.279408,6.549874,7.108849,6.971098,1829017100
1999-11-01,7.128577,9.785354,6.641940,8.683844,8.515572,1401432400
1999-12-01,8.262968,9.568339,6.576179,6.586043,6.458422,1308536400
2000-01-01,6.845802,8.351747,6.175032,7.894702,7.741723,1449554800
2000-02-01,7.812500,9.206650,6.977325,7.542877,7.396715,851916600
2000-03-01,7.782907,13.415404,7.575758,9.259259,9.079837,1536757700
2000-04-01,9.423664,9.877420,6.612348,8.374763,8.212481,1632191300
2000-05-01,8.384627,8.391204,5.760732,6.582755,6.455197,1108851700
2000-06-01,6.747159,8.345170,5.109691,5.714699,5.603962,834712300
2000-07-01,5.681818,6.602483,4.577020,5.260943,5.158999,780264200
2000-08-01,5.267519,7.200915,4.840067,6.523569,6.397159,706201100
2000-09-01,6.628788,8.161037,6.299979,7.227220,7.087175,791464500
2000-10-01,7.365320,7.391624,4.774305,5.418771,5.313769,1056664300
2000-11-01,5.379314,6.201336,3.077652,3.610322,3.540363,953400300
2000-12-01,3.676084,4.721696,2.814604,3.472222,3.404939,809526700
2001-01-01,3.544560,5.800189,2.992161,5.195181,5.094512,1306062500
2001-02-01,5.188605,5.583176,3.879945,4.032841,3.954695,760839800
2001-03-01,3.958859,4.715120,3.281513,3.807607,3.733825,1154355800
2001-04-01,3.814183,5.922770,3.077652,5.311448,5.208526,1303637900
2001-05-01,5.326179,6.997054,5.076810,6.367845,6.244453,1326026400
2001-06-01,6.439394,7.502104,6.243687,7.206439,7.066797,1107105900
