Date,Open,High,Low,Close,Adj Close,Volume
2015-01-02,76.110001,76.639999,74.550003,75.330002,63.426998,3710300
2015-01-05,75.169998,75.510002,73.879997,73.980003,62.290306,3778200
2015-01-06,74.300003,74.690002,72.739998,73.970001,62.281887,4659300
2015-01-07,74.879997,76.949997,74.879997,76.769997,64.639450,6946900
2015-01-08,76.809998,77.750000,76.690002,77.129997,64.942551,6344900
2015-01-09,77.260002,77.370003,76.330002,76.430000,64.353180,3215300
2015-01-12,76.080002,76.940002,76.040001,76.629997,64.521561,2842900
2015-01-13,76.889999,77.660004,75.470001,75.949997,63.949009,4915600
2015-01-14,74.610001,75.040001,73.690002,74.330002,62.584988,5634900
2015-01-15,77.300003,77.500000,75.080002,75.669998,63.713253,17296000
2015-01-16,75.330002,75.459999,73.349998,74.940002,63.098606,9973000
2015-01-20,74.940002,75.139999,72.889999,73.669998,62.029293,9165600
2015-01-21,73.510002,74.320000,73.080002,73.949997,62.265030,5034400
2015-01-22,74.470001,75.940002,73.629997,75.769997,63.797451,4662800
2015-01-23,75.889999,75.930000,74.650002,75.290001,63.393299,3954600
2015-01-26,75.330002,75.480003,74.779999,75.250000,63.359631,3584800
2015-01-27,75.000000,75.339996,74.389999,74.760002,62.947056,3228200
2015-01-28,75.339996,76.040001,74.129997,74.260002,62.526062,4174300
2015-01-29,74.260002,75.489998,73.830002,75.489998,63.561703,4545700
2015-01-30,74.769997,75.129997,73.550003,73.610001,61.978767,7176900
2015-02-02,73.190002,74.389999,71.900002,74.250000,62.517647,4926500
2015-02-03,74.720001,75.889999,74.129997,75.870003,63.881657,4920000
2015-02-04,75.610001,76.660004,75.459999,75.610001,63.662750,5670200
2015-02-05,75.940002,76.389999,75.820000,75.949997,63.949009,3111300
2015-02-06,76.000000,76.699997,75.559998,76.360001,64.294212,4101400
2015-02-09,76.050003,76.580002,75.110001,75.389999,63.477493,3112700
2015-02-10,75.599998,76.699997,75.570000,76.650002,64.538422,2810100
2015-02-11,76.419998,76.699997,75.889999,76.419998,64.344765,2760400
2015-02-12,76.400002,76.940002,75.849998,76.870003,64.723648,3751000
2015-02-13,76.489998,76.699997,75.690002,76.120003,64.528671,2381100
2015-02-17,75.800003,76.800003,74.940002,76.639999,64.969490,4037200
2015-02-18,76.750000,77.389999,76.430000,77.349998,65.571342,4545200
2015-02-19,77.230003,77.260002,76.269997,76.680000,65.003387,5613100
2015-02-20,76.550003,76.870003,76.000000,76.870003,65.164467,4477600
2015-02-23,76.870003,77.250000,76.290001,76.690002,65.011887,4264100
2015-02-24,76.830002,77.010002,76.070000,76.949997,65.232269,4810000
2015-02-25,78.080002,78.400002,75.970001,77.150002,65.401825,9410300
2015-02-26,77.139999,77.400002,76.269997,76.900002,65.189896,5283000
2015-02-27,77.029999,77.300003,76.709999,76.830002,65.130547,4741000
2015-03-02,76.830002,78.160004,76.730003,77.680000,65.851112,6116300
2015-03-03,77.279999,78.139999,75.080002,78.000000,66.122391,12906900
2015-03-04,77.940002,79.000000,77.589996,77.720001,65.885010,8019500
2015-03-05,77.790001,78.239998,77.790001,78.199997,66.291931,6622300
2015-03-06,77.820000,77.820000,76.849998,77.209999,65.452667,3927900
2015-03-09,77.110001,78.660004,76.949997,78.570000,66.605583,4418000
2015-03-10,78.269997,78.349998,77.419998,77.669998,65.842636,4807000
2015-03-11,78.370003,78.459999,77.220001,77.779999,65.935898,3829900
