Date,Open,High,Low,Close,Adj Close,Volume
1980-12-01,0.513393,0.645089,0.450893,0.609375,0.482832,336212800
1981-01-01,0.616071,0.620536,0.504464,0.504464,0.399707,152247200
1981-02-01,0.477679,0.515625,0.424107,0.473214,0.374946,80404800
1981-03-01,0.475446,0.482143,0.386161,0.437500,0.346649,175179200
1981-04-01,0.435268,0.524554,0.433036,0.506696,0.401476,134232000
1981-05-01,0.506696,0.593750,0.479911,0.591518,0.468683,147604800
1981-06-01,0.591518,0.593750,0.464286,0.464286,0.367872,237641600
1981-07-01,0.462054,0.468750,0.397321,0.446429,0.353723,166857600
1981-08-01,0.446429,0.464286,0.337054,0.359375,0.284747,137155200
1981-09-01,0.381696,0.390625,0.254464,0.272321,0.215771,185920000
1981-10-01,0.272321,0.359375,0.272321,0.357143,0.282978,226044000
1981-11-01,0.357143,0.359375,0.319196,0.332589,0.263524,146669600
1981-12-01,0.332589,0.410714,0.323661,0.395089,0.313045,259280000
1982-01-01,0.395089,0.395089,0.319196,0.363839,0.288284,216053600
1982-02-01,0.363839,0.366071,0.325893,0.325893,0.258218,152101600
1982-03-01,0.328125,0.330357,0.252232,0.301339,0.238763,299919200
1982-04-01,0.316964,0.319196,0.261161,0.263393,0.208697,437399200
1982-05-01,0.272321,0.292411,0.250000,0.250000,0.198085,310973600
1982-06-01,0.247768,0.252232,0.227679,0.227679,0.180399,200911200
1982-07-01,0.227679,0.258929,0.196429,0.241071,0.191010,354552800
1982-08-01,0.247768,0.323661,0.218750,0.321429,0.254681,539000000
1982-09-01,0.314732,0.339286,0.310268,0.325893,0.258218,415889600
1982-10-01,0.330357,0.477679,0.321429,0.453125,0.359029,944876800
1982-11-01,0.453125,0.607143,0.448661,0.569196,0.450997,788076800
1982-12-01,0.569196,0.622768,0.493304,0.533482,0.422699,681497600
1983-01-01,0.533482,0.750000,0.486607,0.729911,0.578337,1144757600
1983-02-01,0.729911,0.868304,0.718750,0.814732,0.645545,788323200
1983-03-01,0.814732,0.843750,0.716518,0.754464,0.597792,662082400
1983-04-01,0.754464,0.941964,0.689732,0.901786,0.714521,834708000
1983-05-01,0.901786,1.089286,0.850446,1.031250,0.817101,521102400
1983-06-01,1.031250,1.129464,0.816964,0.872768,0.691529,701870400
1983-07-01,0.872768,0.888393,0.604911,0.622768,0.493444,774457600
1983-08-01,0.622768,0.665179,0.535714,0.665179,0.527048,765385600
1983-09-01,0.665179,0.709821,0.395089,0.412946,0.327194,1985401600
1983-10-01,0.412946,0.428571,0.319196,0.404018,0.320119,1255469600
1983-11-01,0.404018,0.430804,0.308036,0.363839,0.288284,1030540000
1983-12-01,0.363839,0.450893,0.352679,0.435268,0.344880,664154400
1984-01-01,0.435268,0.526786,0.412946,0.441964,0.350186,1089704000
1984-02-01,0.441964,0.493304,0.399554,0.468750,0.371409,777840000
1984-03-01,0.468750,0.500000,0.437500,0.441964,0.350186,491472800
1984-04-01,0.441964,0.560268,0.410714,0.560268,0.443922,804176800
1984-05-01,0.566964,0.613839,0.500000,0.524554,0.415625,1328919200
1984-06-01,0.524554,0.549107,0.433036,0.473214,0.374946,793783200
1984-07-01,0.473214,0.493304,0.433036,0.455357,0.360798,708724800
1984-08-01,0.455357,0.551339,0.428571,0.473214,0.374946,1277948000
1984-09-01,0.473214,0.517857,0.439732,0.448661,0.355492,625156000
1984-10-01,0.446429,0.488839,0.401786,0.444196,0.351954,890764000
1984-11-01,0.446429,0.473214,0.390625,0.441964,0.350186,842514400
1984-12-01,0.441964,0.522321,0.435268,0.520089,0.412087,863755200
1985-01-01,0.520089,0.555804,0.497768,0.517857,0.410319,1591604000
1985-02-01,0.517857,0.549107,0.441964,0.441964,0.350186,1183347200
1985-03-01,0.441964,0.464286,0.370536,0.395089,0.313045,1153896800
