Date,Open,High,Low,Close,Adj Close,Volume
1962-01-01,0.751202,0.763722,0.691106,0.751202,0.001788,39894800
1962-02-01,0.751202,0.781250,0.736178,0.747446,0.001779,28463300
1962-03-01,0.751202,0.786258,0.751202,0.769982,0.001832,28882600
1962-04-01,0.768730,0.768730,0.676082,0.686098,0.001643,34393600
1962-05-01,0.686098,0.723658,0.600962,0.658554,0.001577,60641700
1962-06-01,0.658554,0.664814,0.543369,0.595954,0.001427,50248400
1962-07-01,0.595954,0.667318,0.592198,0.664814,0.001605,34853200
1962-08-01,0.664814,0.699870,0.644782,0.686098,0.001656,32457000
1962-09-01,0.686098,0.687350,0.620994,0.639774,0.001544,27305400
1962-10-01,0.639774,0.686098,0.631010,0.678586,0.001650,35531900
1962-11-01,0.678586,0.756210,0.672326,0.748698,0.001820,36869800
1962-12-01,0.748698,0.777494,0.742438,0.768730,0.001869,29142400
1963-01-01,0.768730,0.795022,0.757462,0.783754,0.001918,37718700
1963-02-01,0.783754,0.792518,0.727414,0.728666,0.001783,24409700
1963-03-01,0.729918,0.752454,0.718650,0.747446,0.001829,24928900
1963-04-01,0.747446,0.801282,0.728666,0.788762,0.001943,38827200
1963-05-01,0.791266,0.843850,0.791266,0.841346,0.002073,38307300
1963-06-01,0.841346,0.845102,0.778746,0.791266,0.001949,23641300
1963-07-01,0.790014,0.810046,0.762470,0.782502,0.001940,24000300
1963-08-01,0.782502,0.822566,0.779998,0.816306,0.002024,21544300
1963-09-01,0.816306,0.838842,0.792518,0.795022,0.001971,30220600
1963-10-01,0.795022,0.853866,0.776242,0.838842,0.002092,35841300
1963-11-01,0.838842,0.842598,0.751202,0.826322,0.002061,24689400
1963-12-01,0.826322,0.876402,0.820062,0.872646,0.002177,36780000
1964-01-01,0.872646,0.881410,0.846354,0.880158,0.002210,29671500
1964-02-01,0.881410,0.898938,0.846354,0.857622,0.002154,27994200
1964-03-01,0.860126,0.912710,0.848858,0.873898,0.002194,43768800
1964-04-01,0.875150,0.892678,0.823818,0.825070,0.002085,33115900
1964-05-01,0.826322,0.845102,0.806290,0.811298,0.002050,36760200
1964-06-01,0.811298,0.812550,0.788762,0.798778,0.002019,41452200
1964-07-01,0.800030,0.858874,0.800030,0.835086,0.002125,49290000
1964-08-01,0.835086,0.847606,0.811298,0.841346,0.002141,36320800
1964-09-01,0.841346,0.900190,0.836338,0.895182,0.002278,35691800
1964-10-01,0.895182,0.901442,0.845102,0.876402,0.002244,30180700
1964-11-01,0.876402,0.937750,0.872646,0.927734,0.002375,35771700
1964-12-01,0.926482,0.933994,0.893930,0.933994,0.002391,33076100
1965-01-01,0.928986,0.997847,0.911458,0.995343,0.002564,39326100
1965-02-01,0.994091,1.006611,0.947766,1.000351,0.002577,39825200
1965-03-01,1.000351,1.045423,0.984075,0.996595,0.002567,36959400
1965-04-01,1.000351,1.044171,0.997847,1.044171,0.002704,27065800
1965-05-01,1.047927,1.069211,1.006611,1.035407,0.002682,24799200
1965-06-01,1.035407,1.040415,0.916466,0.960286,0.002487,45695600
1965-07-01,0.960286,1.016627,0.959034,1.007863,0.002626,28043900
1965-08-01,1.007863,1.067959,0.999099,1.047927,0.002730,28743100
1965-09-01,1.047927,1.204427,1.031651,1.171875,0.003053,41951500
1965-10-01,1.171875,1.196915,1.151843,1.184395,0.003103,36310600
1965-11-01,1.184395,1.186899,1.126803,1.139323,0.002985,29232100
1965-12-01,1.139323,1.198167,1.121795,1.181891,0.003097,37818400
1966-01-01,1.180639,1.201923,1.144331,1.149339,0.003029,30939500
1966-02-01,1.148087,1.150591,1.087991,1.091747,0.002877,37139400
1966-03-01,1.089243,1.118039,1.062951,1.096755,0.002890,46893800
1966-04-01,1.096755,1.188151,1.077975,1.150591,0.003051,35811700
1966-05-01,1.148087,1.148087,1.024139,1.042919,0.002765,34274300
1966-06-01,1.042919,1.154347,1.041667,1.062951,0.002818,30829400
1966-07-01,1.064203,1.109275,0.951522,0.956530,0.002552,32507100
1966-08-01,0.937750,0.971554,0.836338,0.851362,0.002271,58295200
1966-09-01,0.851362,0.908954,0.801282,0.851362,0.002271,61300800
1966-10-01,0.851362,0.966546,0.828826,0.955278,0.002568,46424400
1966-11-01,0.955278,0.999099,0.951522,0.981571,0.002639,36899800
1966-12-01,0.981571,1.002855,0.843850,0.886418,0.002383,53393300
1967-01-01,0.891426,0.916466,0.847606,0.880158,0.002382,59144300
1967-02-01,0.880158,0.905198,0.826322,0.863882,0.002338,58445400
1967-03-01,0.863882,0.944010,0.846354,0.850110,0.002301,71164800
1967-04-01,0.850110,0.951522,0.838842,0.950270,0.002591,70645700
1967-05-01,0.950270,0.951522,0.856370,0.861378,0.002349,53223800
1967-06-01,0.861378,0.916466,0.838842,0.870142,0.002373,53133900
1967-07-01,0.870142,1.089243,0.858874,1.081731,0.002972,70735800
1967-08-01,1.081731,1.106771,1.014123,1.094251,0.003012,52244800
1967-09-01,1.092999,1.156851,1.071715,1.123047,0.003091,33615300
1967-10-01,1.123047,1.160607,1.056691,1.061699,0.002922,38796800
1967-11-01,1.057943,1.081731,0.975311,1.042919,0.002870,50518200
1967-12-01,1.042919,1.049179,0.923978,0.961538,0.002646,63497300
1968-01-01,0.961538,1.001603,0.873898,0.880158,0.002438,51716000
1968-02-01,0.880158,0.915214,0.861378,0.870142,0.002410,46584200
1968-03-01,0.871394,0.901442,0.848858,0.865134,0.002414,42940300
1968-04-01,0.878906,0.967798,0.878906,0.960286,0.002680,60422400
1968-05-01,0.960286,0.979066,0.866386,0.882662,0.002463,63647000
1968-06-01,0.888922,0.916466,0.858874,0.863882,0.002429,73791000
1968-07-01,0.863882,0.888922,0.831330,0.845102,0.002376,87199300
1968-08-01,0.845102,0.855118,0.803786,0.842598,0.002369,60591900
1968-09-01,0.842598,0.893930,0.828826,0.853866,0.002400,61700200
1968-10-01,0.853866,0.981571,0.851362,0.951522,0.002675,99220100
1968-11-01,0.951522,1.005359,0.936498,0.997847,0.002805,58225900
1968-12-01,0.997847,0.999099,0.931490,0.940254,0.002643,50937700
1969-01-01,0.942758,0.964042,0.891426,0.928986,0.002629,63956500
1969-02-01,0.925230,0.930238,0.852614,0.866386,0.002452,62009700
1969-03-01,0.866386,0.931490,0.858874,0.923978,0.002635,62958300
1969-04-01,0.923978,0.979066,0.888922,0.979066,0.002792,61570400
1969-05-01,0.979066,0.984075,0.936498,0.944010,0.002692,61131100
1969-06-01,0.941506,0.941506,0.885166,0.901442,0.002570,61630300
1969-07-01,0.901442,0.913962,0.833834,0.862630,0.002477,53323800
1969-08-01,0.862630,0.883914,0.813802,0.838842,0.002409,57866100
1969-09-01,0.838842,0.867638,0.811298,0.851362,0.002445,65114500
1969-10-01,0.851362,0.900190,0.825070,0.842598,0.002438,77964200
1969-11-01,0.842598,0.857622,0.801282,0.802534,0.002322,57706700
1969-12-01,0.802534,0.808794,0.742438,0.776242,0.002246,88596800
1970-01-01,0.776242,0.777494,0.724910,0.724910,0.002115,84563500
1970-02-01,0.727414,0.739934,0.677334,0.706130,0.002061,83335500
1970-03-01,0.709886,0.759966,0.691106,0.738682,0.002156,93139600
1970-04-01,0.739934,0.771234,0.697366,0.713642,0.002101,82506600
1970-05-01,0.713642,0.717398,0.603466,0.664814,0.001958,79611300
1970-06-01,0.664814,0.711138,0.651042,0.676082,0.001991,77624800
1970-07-01,0.676082,0.781250,0.668570,0.769982,0.002290,76855500
1970-08-01,0.763722,0.801282,0.734926,0.786258,0.002338,67930200
1970-09-01,0.786258,0.870142,0.767478,0.845102,0.002513,66152900
1970-10-01,0.845102,0.875150,0.826322,0.861378,0.002582,72702700
1970-11-01,0.861378,0.891426,0.845102,0.885166,0.002654,71724100
1970-12-01,0.885166,0.946514,0.870142,0.940254,0.002819,93149600
1971-01-01,0.940254,1.065455,0.931490,0.994091,0.003002,91732000
1971-02-01,0.994091,1.086739,0.992839,1.082983,0.003271,108904600
1971-03-01,1.081731,1.131811,1.071715,1.121795,0.003388,91821900
1971-04-01,1.121795,1.245743,1.113031,1.230719,0.003740,95885300
1971-05-01,1.229467,1.244491,1.151843,1.200671,0.003648,74469800
1971-06-01,1.200671,1.240735,1.156851,1.216947,0.003698,65788400
1971-07-01,1.216947,1.236979,1.059195,1.069211,0.003268,101451300
1971-08-01,1.069211,1.267027,1.064203,1.241987,0.003796,108979500
1971-09-01,1.241987,1.319611,1.196915,1.231971,0.003765,53283500
1971-10-01,1.231971,1.297075,1.149339,1.166867,0.003586,61011200
1971-11-01,1.166867,1.199419,1.101763,1.196915,0.003679,77599900
1971-12-01,1.204427,1.332131,1.194411,1.254507,0.003856,73746000
1972-01-01,1.254507,1.302083,1.216947,1.241987,0.003839,88097800
1972-02-01,1.241987,1.246995,1.166867,1.214443,0.003754,86111200
1972-03-01,1.216947,1.302083,1.216947,1.294571,0.004002,86435400
1972-04-01,1.294571,1.419772,1.284555,1.354667,0.004212,60437300
1972-05-01,1.354667,1.407252,1.282051,1.377204,0.004282,48211700
1972-06-01,1.377204,1.394732,1.304587,1.317107,0.004095,44552700
1972-07-01,1.317107,1.357171,1.252003,1.262019,0.003944,53353500
1972-08-01,1.262019,1.402244,1.257011,1.332131,0.004163,59748000
1972-09-01,1.332131,1.349659,1.277043,1.329627,0.004155,29406800
1972-10-01,1.329627,1.332131,1.239483,1.279547,0.004021,66018100
1972-11-01,1.279547,1.367188,1.274539,1.359676,0.004272,55050700
1972-12-01,1.362180,1.462340,1.344651,1.459836,0.004611,62738400
1973-01-01,1.467348,1.519932,1.367188,1.402244,0.004429,72602600
1973-02-01,1.402244,1.444812,1.304587,1.339643,0.004231,64695300
1973-03-01,1.339643,1.377204,1.246995,1.292067,0.004103,65548900
1973-04-01,1.287059,1.299579,1.156851,1.186899,0.003769,71894000
1973-05-01,1.186899,1.262019,1.101763,1.191907,0.003785,93958400
1973-06-01,1.181891,1.236979,1.111779,1.149339,0.003649,62374100
1973-07-01,1.149339,1.299579,1.116787,1.257011,0.004015,79696200
1973-08-01,1.257011,1.262019,1.151843,1.184395,0.003783,88627000
1973-09-01,1.186899,1.314603,1.124299,1.262019,0.004058,91053100
1973-10-01,1.259515,1.374699,1.239483,1.309595,0.004211,76745900
1973-11-01,1.309595,1.362180,1.214443,1.264523,0.004066,72188300
1973-12-01,1.264523,1.267027,1.141827,1.262019,0.004083,76810900
1974-01-01,1.257011,1.302083,1.181891,1.199419,0.003881,65688600
1974-02-01,1.199419,1.199419,1.071715,1.134315,0.003670,57981000
1974-03-01,1.134315,1.144331,1.016627,1.086739,0.003541,102609600
1974-04-01,1.086739,1.121795,1.006611,1.021635,0.003329,52534900
1974-05-01,1.024139,1.081731,0.936498,0.966546,0.003149,80455000
1974-06-01,0.966546,1.021635,0.954026,0.986579,0.003214,53738100
1974-07-01,0.986579,0.996595,0.858874,0.861378,0.002830,64800000
1974-08-01,0.861378,0.941506,0.701122,0.758714,0.002493,59354000
1974-09-01,0.758714,0.773738,0.600962,0.626002,0.002057,75004000
1974-10-01,0.626002,0.778746,0.610978,0.766226,0.002549,100437900
1974-11-01,0.766226,0.811298,0.666066,0.743690,0.002474,73800900
1974-12-01,0.736178,0.736178,0.615986,0.668570,0.002224,72173300
1975-01-01,0.668570,0.796274,0.648538,0.773738,0.002602,109288800
1975-02-01,0.773738,0.913962,0.763722,0.883914,0.002973,104371700
1975-03-01,0.883914,0.991587,0.866386,0.921474,0.003128,99559400
1975-04-01,0.921474,0.981571,0.886418,0.921474,0.003128,93524000
1975-05-01,0.931490,0.971554,0.891426,0.908954,0.003086,90788600
1975-06-01,0.916466,1.059195,0.891426,1.054187,0.003579,83310800
1975-07-01,1.054187,1.056691,0.931490,0.946514,0.003241,88941400
1975-08-01,0.944010,0.949018,0.828826,0.926482,0.003172,60941400
1975-09-01,0.926482,0.941506,0.841346,0.881410,0.003018,64056400
1975-10-01,0.881410,0.986579,0.846354,0.964042,0.003332,74219900
1975-11-01,0.961538,1.001603,0.941506,0.966546,0.003341,47203400
1975-12-01,0.966546,0.976563,0.903946,0.923978,0.003194,73610800
1976-01-01,0.923978,1.136819,0.921474,1.121795,0.003909,133460300
1976-02-01,1.119291,1.119291,1.019131,1.069211,0.003726,106373500
1976-03-01,1.069211,1.086739,0.996595,1.051683,0.003665,120650400
1976-04-01,1.051683,1.121795,1.026643,1.076723,0.003781,100278300
1976-05-01,1.076723,1.081731,0.999099,1.019131,0.003579,79611500
1976-06-01,1.019131,1.166867,1.014123,1.144331,0.004019,122747400
1976-07-01,1.144331,1.186899,1.066707,1.091747,0.003863,97567900
1976-08-01,1.091747,1.134315,1.044171,1.061699,0.003757,71724100
1976-09-01,1.061699,1.141827,1.049179,1.084235,0.003837,94791900
1976-10-01,1.084235,1.091747,1.004107,1.069211,0.003815,142016500
1976-11-01,1.069211,1.076723,1.004107,1.014123,0.003618,95006900
1976-12-01,1.014123,1.116787,1.014123,1.114283,0.003976,203787400
1977-01-01,1.101763,1.119291,1.046675,1.059195,0.003811,130634800
1977-02-01,1.059195,1.069211,0.996595,1.011619,0.003640,106348600
1977-03-01,1.014123,1.051683,0.981571,0.984075,0.003541,114400700
1977-04-01,0.984075,1.089243,0.959034,1.079227,0.003918,176586100
1977-05-01,1.079227,1.114283,1.046675,1.086739,0.003945,119851900
1977-06-01,1.086739,1.146835,1.081731,1.131811,0.004109,128323400
1977-07-01,1.131811,1.131811,1.081731,1.089243,0.003995,111700000
1977-08-01,1.089243,1.109275,1.034155,1.069211,0.003921,111375300
1977-09-01,1.069211,1.104267,1.009115,1.026643,0.003765,95121500
1977-10-01,1.029147,1.039163,0.981571,1.004107,0.003721,107981100
1977-11-01,0.999099,1.056691,0.979066,1.004107,0.003721,95710500
1977-12-01,1.004107,1.011619,0.949018,0.999099,0.003743,146000100
1978-01-01,0.994091,0.994091,0.901442,0.916466,0.003434,147777200
1978-02-01,0.916466,0.961538,0.886418,0.896434,0.003396,106114200
1978-03-01,0.893930,0.959034,0.873898,0.933994,0.003538,110147500
1978-04-01,0.933994,1.071715,0.918970,1.046675,0.003965,189221000
1978-05-01,1.046675,1.096755,0.999099,1.059195,0.004013,163362100
1978-06-01,1.059195,1.099259,0.986579,1.011619,0.003833,123001900
1978-07-01,1.009115,1.091747,0.999099,1.074219,0.004120,116592200
1978-08-01,1.074219,1.154347,1.066707,1.086739,0.004168,168888200
1978-09-01,1.086739,1.106771,1.036659,1.059195,0.004063,166342300
1978-10-01,1.061699,1.079227,0.921474,0.951522,0.003693,158070700
1978-11-01,0.971554,1.021635,0.933994,0.944010,0.003664,123266300
1978-12-01,0.954026,0.991587,0.916466,0.944010,0.003714,86650000
1979-01-01,0.944010,1.009115,0.936498,0.966546,0.003803,123785500
1979-02-01,0.966546,0.989083,0.911458,0.921474,0.003626,119742200
1979-03-01,0.921474,0.994091,0.916466,0.961538,0.003837,141961400
1979-04-01,0.951522,0.996595,0.939002,0.984075,0.003927,118499300
1979-05-01,0.984075,1.034155,0.971554,0.984075,0.003927,127953700
1979-06-01,0.984075,1.016627,0.961538,1.001603,0.004054,111525300
1979-07-01,1.001603,1.041667,0.984075,1.034155,0.004186,129511500
1979-08-01,1.034155,1.136819,1.021635,1.066707,0.004318,128662600
1979-09-01,1.066707,1.069211,1.004107,1.016627,0.004115,124514400
1979-10-01,1.011619,1.046675,0.921474,0.969050,0.003976,152000300
1979-11-01,0.969050,0.974059,0.901442,0.923978,0.003791,134059000
1979-12-01,0.923978,1.021635,0.916466,1.014123,0.004224,160077400
1980-01-01,1.014123,1.151843,0.959034,1.101763,0.004589,227085000
1980-02-01,1.101763,1.129307,0.979066,1.006611,0.004193,186864600
1980-03-01,1.006611,1.016627,0.881410,0.964042,0.004073,198895300
1980-04-01,0.964042,0.976563,0.891426,0.951522,0.004020,133859800
1980-05-01,0.951522,1.006611,0.916466,0.991587,0.004189,159782900
