Date,Open,High,Low,Close,Adj Close,Volume
1993-01-01,43.968750,43.968750,43.750000,43.937500,26.299288,1003200
1993-02-01,43.968750,45.125000,42.812500,44.406250,26.579865,5417600
1993-03-01,44.562500,45.843750,44.218750,45.187500,27.047468,3019200
1993-04-01,45.250000,45.250000,43.281250,44.031250,26.479858,2697200
1993-05-01,44.093750,45.656250,43.843750,45.218750,27.194014,1808000
1993-06-01,45.375000,45.812500,44.218750,45.062500,27.100042,3438000
1993-07-01,45.125000,45.218750,44.156250,44.843750,27.159624,6117600
1993-08-01,44.906250,46.562500,44.843750,46.562500,28.200592,5440100
1993-09-01,46.406250,46.593750,44.812500,45.937500,27.822052,4369900
1993-10-01,45.875000,47.156250,45.718750,46.843750,28.547701,6972900
1993-11-01,46.781250,47.000000,45.531250,46.343750,28.242989,5351100
1993-12-01,46.593750,47.156250,46.375000,46.593750,28.395338,6128000
1994-01-01,46.593750,48.312500,46.406250,48.218750,29.586815,6837100
1994-02-01,48.156250,48.281250,46.562500,46.812500,28.723936,10974400
1994-03-01,46.812500,47.312500,43.531250,44.593750,27.362528,14705500
1994-04-01,43.343750,45.359375,43.343750,45.093750,27.828934,11429000
1994-05-01,45.093750,45.937500,44.171875,45.812500,28.272490,8545100
1994-06-01,45.703125,46.562500,44.000000,44.468750,27.443220,10352700
1994-07-01,44.687500,46.046875,44.375000,45.906250,28.517664,5452100
1994-08-01,45.937500,47.984375,45.656250,47.656250,29.604784,7945800
1994-09-01,47.500000,47.718750,45.734375,46.171875,28.682673,6309300
1994-10-01,46.203125,47.703125,45.000000,47.484375,29.677410,5437600
1994-11-01,47.281250,47.328125,44.609375,45.593750,28.495794,4807300
1994-12-01,45.640625,46.406250,44.687500,45.562500,28.476259,8568500
1995-01-01,45.703125,47.234375,45.687500,47.093750,29.667967,2768000
1995-02-01,47.156250,49.156250,47.000000,49.015625,30.878702,5954800
1995-03-01,48.968750,50.890625,48.218750,50.109375,31.567734,4538000
1995-04-01,50.093750,51.671875,50.062500,51.593750,32.678780,4395200
1995-05-01,51.546875,53.640625,51.390625,53.640625,33.975254,6986200
1995-06-01,53.406250,55.156250,52.750000,54.406250,34.460190,5790900
