Date,Open,High,Low,Close,Adj Close,Volume
2015-01-02,103.760002,104.199997,102.440002,102.940002,98.020012,31314600
2015-01-05,102.489998,102.610001,101.139999,101.430000,96.582184,36521300
2015-01-06,101.580002,101.750000,99.620003,100.070000,95.287178,66205500
2015-01-07,100.730003,101.599998,100.489998,101.360001,96.515526,37577400
2015-01-08,102.220001,103.500000,102.110001,103.300003,98.362793,40212600
2015-01-09,103.620003,103.650002,102.019997,102.620003,97.715309,41410100
2015-01-12,102.820000,102.930000,101.290001,101.550003,96.696449,34129800
2015-01-13,102.540001,103.620003,100.699997,101.519997,96.667870,56162300
2015-01-14,100.500000,101.480003,100.070000,100.959999,96.134644,51354200
2015-01-15,101.430000,101.589996,99.529999,99.650002,94.887230,51005400
2015-01-16,99.519997,100.949997,99.360001,100.820000,96.001320,35362200
2015-01-20,101.430000,101.879997,100.290001,101.620003,96.763077,30964100
2015-01-21,101.320000,102.620003,100.959999,102.139999,97.258224,40128800
2015-01-22,102.540001,104.139999,101.639999,104.029999,99.057892,40887200
2015-01-23,104.019997,104.580002,103.720001,104.260002,99.276909,34783000
2015-01-26,104.139999,104.330002,103.610001,104.139999,99.162636,19960900
2015-01-27,102.500000,102.559998,101.099998,101.440002,96.591698,45253200
2015-01-28,103.070000,103.180000,100.900002,100.919998,96.096542,43591700
2015-01-29,100.839996,102.080002,99.959999,101.889999,97.020187,46539700
2015-01-30,101.800003,102.580002,100.959999,101.099998,96.267937,42927600
2015-02-02,101.330002,102.070000,99.750000,101.980003,97.105904,43624700
2015-02-03,102.349998,103.029999,101.680000,102.959999,98.039032,30750400
2015-02-04,102.540001,103.550003,102.309998,102.870003,97.953354,34073200
2015-02-05,103.129997,103.830002,102.870003,103.760002,98.800819,23605500
2015-02-06,103.919998,104.169998,102.760002,103.129997,98.200897,34169300
2015-02-09,102.730003,103.290001,102.550003,102.800003,97.886665,22604700
2015-02-10,103.370003,104.540001,103.209999,104.400002,99.410233,23686500
2015-02-11,104.519997,105.019997,104.320000,104.779999,99.772064,20303600
2015-02-12,105.459999,106.040001,105.300003,106.000000,100.933746,22520300
2015-02-13,106.300003,106.930000,106.099998,106.910004,101.800247,29030200
2015-02-17,106.910004,107.080002,106.639999,107.010002,101.895470,17675300
2015-02-18,106.879997,107.220001,106.739998,107.160004,102.038300,15149600
2015-02-19,107.089996,107.760002,107.059998,107.690002,102.542984,19828100
2015-02-20,107.620003,108.470001,107.279999,108.410004,103.228561,28336700
2015-02-23,108.349998,108.550003,108.110001,108.519997,103.333282,17868000
2015-02-24,108.379997,108.730003,108.050003,108.599998,103.409485,19745000
2015-02-25,108.440002,108.860001,108.089996,108.330002,103.152412,19472300
2015-02-26,108.440002,108.940002,108.139999,108.879997,103.676102,22255500
2015-02-27,108.839996,108.910004,108.230003,108.400002,103.219032,27757600
2015-03-02,108.610001,109.419998,108.589996,109.379997,104.152199,22988600
2015-03-03,109.050003,109.160004,108.180000,108.870003,103.666588,20788900
2015-03-04,108.510002,108.669998,107.860001,108.449997,103.266647,21007400
2015-03-05,108.730003,108.970001,108.190002,108.639999,103.447594,15381000
2015-03-06,108.500000,108.709999,107.139999,107.410004,102.276360,30990400
